Lancelot Gerald Hemus,November 13  1881  Auckland ,,Auckland,,Right-hand bat,,October 27  1933  Auckland (aged 51 years 348 days) ,
John Duncan Henderson,August 8  1928  Hastings  Hawke's Bay ,89 years 257 days,Central Districts,,Right-hand bat,Right-arm medium,,
Matthew Henderson,August 2  1895  Auckland ,,New Zealand ,,Left-hand bat,Left-arm fast-medium,June 17  1970  Lower Hutt  Wellington (aged 74 years 319 days) ,
MJ Henderson,date unknown ,,,,,,Umpire,
Norman Douglas Henderson,January 13  1913  Dunedin  Otago ,,Otago,,Right-hand bat,Right-arm fast-medium,October 30  2000  Auckland (aged 87 years 291 days) ,
Rebecca Lauren Henderson,January 9  1995  Pukekohe  Auckland ,23 years 103 days,Otago Women,,Right-hand bat,Right-arm medium,,
William Hendley,date unknown ,,Otago,,,,September 4  1895  Dunedin  Otago ,
Michael J Hendry,date unknown ,,New Zealand Under-19s,,,,,
Russell Hendry,March 2  1939  Dunedin  Otago ,79 years 51 days,Otago,,Right-hand bat,,,
William James Hendy,April 2  1900  Auckland ,,Auckland,,Right-hand bat,Right-arm offbreak,September 23  1992  Auckland (aged 92 years 174 days) ,
